id,source,hypothesis,reference,prompt_type,model,llm_score,raw_response
80,"Man hoffe, dass damit die Aufforstung der Flächen noch eine ganze Weile hinausgezogen werden könnte.",It is hoped that the afforestation of the areas could be pulled out for quite a while.,"One hopes that with that, afforestation of the area could then be drawn out for a long while.",zero_shot,llama-3.1-8b-instant,3,3
81,"""Der größte Schatz den wir haben, sind die Leute, die in der Landwirtschaft arbeiten und sich Gedanken darum machen, wie sie ihren Betrieb weiter bringen"", betonte der Bürgermeister.","""The greatest treasure we have is the people who work in agriculture and are concerned about how they can continue their operations,"" the mayor stressed.","""The biggest asset that we have are the people who work in agriculture and who give thought to how to bring their businesses forward,"" stressed the mayor.",zero_shot,llama-3.1-8b-instant,4,4
82,Die Landwirte stehen wegen der Förderung oft in der Kritik,Farmers are often criticised for their support,The farmers are often the target of criticism thanks to the funding.,zero_shot,llama-3.1-8b-instant,3,3
83,Über die Weidezaunförderung wurden im Jahr 2013 insgesamt 25 Parzellen von elf Teilnehmern eingezäunt.,"In 2013, a total of 25 parcels of eleven participants were fenced in via the willow fence.","Using the pasture fence funding, a total of 25 plots from eleven participants were fenced off in 2013.",zero_shot,llama-3.1-8b-instant,3,3
84,"Die Offenhaltungsfläche beträgt damit 40 Hektar, die bis mindestens 2023 nicht aufgeforstet werden dürfen.","The open area is therefore 40 hectares, which may not be afforested until at least 2023.","The areas kept open with these amount to 40 hectares, which may not be afforested until at least 2023.",zero_shot,llama-3.1-8b-instant,4,4
85,"Von den Gesamtkosten in Höhe von 71 500 Euro wurde die Hälfte über Leader gefördert, ein viertel trug die Gemeinde Fischerbach.","Of the total cost of €71 500, half was supported by Leader, while a quarter was supported by the municipality of Fischerbach.","Of the total costs, to the tune of 71,500 euros, half was funded via Leader, and a quarter was borne by the community of Fischerbach.",zero_shot,llama-3.1-8b-instant,4,4
86,"Somit verblieben den Landwirten 12 610 Euro, die sie in 16,2 Kilometer Weidezaun investieren mussten.","This left the farmers 12 610 euros, which they had to invest in 16.2 kilometers of pasture fence.","The farmers were thus left with 12,610 euros, which they had to invest in the 16.2-kilometre pasture fence.",zero_shot,llama-3.1-8b-instant,4,4
87,"""Der große Vorteil ist die Langlebigkeit der Zäune"", erklärte Schwendemann.","""The big advantage is the longevity of the fences,"" Schwendemann explained.","""The great advantage is the longevity of the fences,"" explained Schwendemann.",zero_shot,llama-3.1-8b-instant,4,4
88,"Kordula Kovac betonte: ""Ihr macht einen richtig guten Job, ohne Landwirte und Landfrauen geht es nicht"".","Kordula Kovac stressed: ""You are doing a really good job, without farmers and rural women it is not possible"".","Kordula Kovac stressed: ""You're doing a really good job. Without farmers we'd not be able to function.""",zero_shot,llama-3.1-8b-instant,4,4
89,"Auch für Peter Weiß stand fest: ""Hier werden beste Lebensmittel produziert"".","For Peter Weiß, too, it was clear that ""best food is produced here"".","Peter Weiß is also standing firm: ""First-class foodstuffs are produced here.""",zero_shot,llama-3.1-8b-instant,4,4
90,Die Landschaftspflegerichtlinie (LPR) Baden-Württemberg ermöglicht die staatliche Förderung von Weidezäunen.,The Landscape Maintenance Directive (LPR) Baden-Württemberg enables the state support of pasture fences.,The Baden-Württemberg directive on countryside conservation (LPR) makes the government funding of pasture fences possible.,zero_shot,llama-3.1-8b-instant,4,4
91,Ziel ist die Offenhaltung des Schwarzwalds.,The aim is to keep the Black Forest open.,Its goal is to keep the Black Forest open.,zero_shot,llama-3.1-8b-instant,4,4
92,Voraussetzung ist das Vorhandensein einer von der LPR bezeichneten Förderkulisse.,Prerequisite is the presence of a supporting backdrop designated by the LPR.,A prerequisite is the existence of one of the funding scenarios as outlined by the LPR.,zero_shot,llama-3.1-8b-instant,3,3
93,Außerdem darf die einzuzäunende Fläche nicht schlepperbewirtschaftbar sein (Hangneigung über 35 Prozent) und muss damit von der Aufforstung bedroht sein.,"In addition, the fenced area must not be able to be managed by tractors (over 35 per cent of the area) and must therefore be threatened by afforestation.","In addition, the fenced-off area is not allowed to be farmable with a tractor (gradient of over 35 per cent) and must therefore be threatened with afforestation.",zero_shot,llama-3.1-8b-instant,4,4
94,"Für das Fischerbacher Weidezaunprojekt 2018 läuft derzeit der Antrag von acht Teilnehmern mit 24 Parzellen, die knapp 16 Kilometer Zaun bauen möchten.","For the Fischerbach Weidezaun project 2018, the application is currently being submitted by eight participants with 24 plots, who want to build almost 16 kilometres of fence.","For the 2018 Fischerbach pasture fence project, an application is currently underway from eight participants with 24 plots who would like to build just shy of 16 kilometres of fence.",zero_shot,llama-3.1-8b-instant,4,4
95,"Die Offenhaltungsfläche entspricht 35 Hektar, die kalkulierten Kosten liegen bei mehr als 112 000 Euro.",The open area is 35 hectares and the calculated costs are more than 112 000 euros.,"The areas of land to be kept open equate to 35 hectares; the calculated costs amount to more than 112,000 euros.",zero_shot,llama-3.1-8b-instant,4,4
96,Ist nichts mehr heilig?,Is nothing sacred anymore?,Is nothing sacred?,zero_shot,llama-3.1-8b-instant,4,4
97,Jetzt nimmt sich das Weiße Haus von Trump die Freiheitsstatue vor,Now the White House of Trump takes the Statue of Liberty,Now Trump's White House is targeting the Statue of Liberty,zero_shot,llama-3.1-8b-instant,3,3
98,"Das sicherste Zeichen eines Regime-Wechsels ist es, wenn sie beginnen, die Statuen zu attackieren.",The safest sign of a regime change is when they begin to attack the statues.,The surest mark of regime change is when they start attacking the statues.,zero_shot,llama-3.1-8b-instant,4,4
99,Die Amerikaner schätzen diese ebenso wie jede andere - daher der sorgsam inszenierte Sturz Saddam Husseins auf dem Firdos Platz in Bagdad im Jahr 2003.,The Americans appreciate this as well as any other - hence the carefully staged fall of Saddam Hussein on Firdos Square in Baghdad in 2003.,Americans appreciate this as well as anyone - hence the carefully stage-manged toppling of Saddam Hussein in Firdos square in Baghdad in 2003.,zero_shot,llama-3.1-8b-instant,4,4
